,checkin_day,checkin_month,checkin_year,checkout_day,checkout_month,checkout_year,listing_id,unit_id,property_id,area_id,type_1.0,type_2.0,type_3.0,type_4.0,type_5.0,design_0.0,design_1.0,design_2.0,design_3.0,design_4.0,design_5.0,usd
31392,20,1,2019,22,1,2019,725,443,50,1,0,0,0,1,0,1,0,0,0,0,0,24.93
31393,9,12,2018,10,12,2018,725,443,50,1,0,0,0,1,0,1,0,0,0,0,0,26.81
31394,11,6,2019,14,6,2019,725,443,50,1,0,0,0,1,0,1,0,0,0,0,0,31.0
31395,14,7,2019,16,7,2019,725,443,50,1,0,0,0,1,0,1,0,0,0,0,0,44.08
31396,8,7,2019,10,7,2019,725,443,50,1,0,0,0,1,0,1,0,0,0,0,0,43.85
31397,4,6,2019,6,6,2019,725,443,50,1,0,0,0,1,0,1,0,0,0,0,0,40.94
31398,16,7,2019,17,7,2019,725,443,50,1,0,0,0,1,0,1,0,0,0,0,0,36.18
31399,2,5,2019,5,5,2019,725,443,50,1,0,0,0,1,0,1,0,0,0,0,0,34.74
31400,22,7,2019,28,7,2019,725,443,50,1,0,0,0,1,0,1,0,0,0,0,0,44.37
31401,16,10,2019,19,10,2019,725,443,50,1,0,0,0,1,0,1,0,0,0,0,0,33.49
31402,22,5,2019,25,5,2019,725,443,50,1,0,0,0,1,0,1,0,0,0,0,0,34.08
31403,27,6,2019,28,6,2019,725,443,50,1,0,0,0,1,0,1,0,0,0,0,0,41.18
31404,17,9,2019,20,9,2019,725,443,50,1,0,0,0,1,0,1,0,0,0,0,0,39.03
31405,13,12,2019,17,12,2019,725,443,50,1,0,0,0,1,0,1,0,0,0,0,0,35.38
31406,11,7,2019,13,7,2019,725,443,50,1,0,0,0,1,0,1,0,0,0,0,0,35.86
31407,14,5,2019,17,5,2019,725,443,50,1,0,0,0,1,0,1,0,0,0,0,0,34.3
31408,28,1,2019,31,1,2019,725,443,50,1,0,0,0,1,0,1,0,0,0,0,0,35.2
31409,29,3,2019,2,4,2019,725,443,50,1,0,0,0,1,0,1,0,0,0,0,0,34.76
31410,9,5,2019,10,5,2019,725,443,50,1,0,0,0,1,0,1,0,0,0,0,0,34.49
31411,20,10,2017,28,10,2017,725,443,50,1,0,0,0,1,0,1,0,0,0,0,0,30.24
31412,14,2,2019,15,2,2019,725,443,50,1,0,0,0,1,0,1,0,0,0,0,0,25.13
31413,18,3,2019,22,3,2019,725,443,50,1,0,0,0,1,0,1,0,0,0,0,0,24.87
31414,12,2,2019,13,2,2019,725,443,50,1,0,0,0,1,0,1,0,0,0,0,0,35.18
31415,17,4,2019,19,4,2019,725,443,50,1,0,0,0,1,0,1,0,0,0,0,0,30.99
31416,22,1,2019,26,1,2019,725,443,50,1,0,0,0,1,0,1,0,0,0,0,0,34.78
31417,13,2,2019,14,2,2019,725,443,50,1,0,0,0,1,0,1,0,0,0,0,0,25.17
31418,15,2,2019,18,2,2019,725,443,50,1,0,0,0,1,0,1,0,0,0,0,0,25.03
31419,2,2,2019,4,2,2019,725,443,50,1,0,0,0,1,0,1,0,0,0,0,0,30.94
31420,25,2,2019,1,3,2019,725,443,50,1,0,0,0,1,0,1,0,0,0,0,0,25.26
31421,24,2,2019,25,2,2019,725,443,50,1,0,0,0,1,0,1,0,0,0,0,0,25.19
31422,16,5,2018,19,5,2018,725,443,50,1,0,0,0,1,0,1,0,0,0,0,0,37.87
31423,19,5,2018,22,5,2018,725,443,50,1,0,0,0,1,0,1,0,0,0,0,0,28.25
31424,22,4,2018,24,4,2018,725,443,50,1,0,0,0,1,0,1,0,0,0,0,0,28.7
31425,20,7,2018,21,7,2018,725,443,50,1,0,0,0,1,0,1,0,0,0,0,0,34.1
31426,18,4,2018,22,4,2018,725,443,50,1,0,0,0,1,0,1,0,0,0,0,0,29.03
31427,13,11,2017,16,11,2017,725,443,50,1,0,0,0,1,0,1,0,0,0,0,0,33.47
31428,13,1,2018,15,1,2018,725,443,50,1,0,0,0,1,0,1,0,0,0,0,0,34.05
31429,15,6,2018,16,6,2018,725,443,50,1,0,0,0,1,0,1,0,0,0,0,0,31.74
31430,27,7,2018,29,7,2018,725,443,50,1,0,0,0,1,0,1,0,0,0,0,0,34.33
31431,30,7,2018,1,8,2018,725,443,50,1,0,0,0,1,0,1,0,0,0,0,0,34.4
31432,3,4,2018,5,4,2018,725,443,50,1,0,0,0,1,0,1,0,0,0,0,0,29.04
31433,10,5,2018,15,5,2018,725,443,50,1,0,0,0,1,0,1,0,0,0,0,0,32.36
31434,9,7,2018,13,7,2018,725,443,50,1,0,0,0,1,0,1,0,0,0,0,0,34.56
31435,16,1,2018,17,1,2018,725,443,50,1,0,0,0,1,0,1,0,0,0,0,0,34.04
31436,10,10,2017,12,10,2017,725,443,50,1,0,0,0,1,0,1,0,0,0,0,0,33.65
31437,26,12,2017,28,12,2017,725,443,50,1,0,0,0,1,0,1,0,0,0,0,0,35.97
31438,11,6,2018,13,6,2018,725,443,50,1,0,0,0,1,0,1,0,0,0,0,0,31.77
31439,17,6,2018,25,6,2018,725,443,50,1,0,0,0,1,0,1,0,0,0,0,0,31.74
31440,4,5,2018,7,5,2018,725,443,50,1,0,0,0,1,0,1,0,0,0,0,0,28.59
31441,7,2,2018,12,2,2018,725,443,50,1,0,0,0,1,0,1,0,0,0,0,0,33.48
31442,22,5,2018,24,5,2018,725,443,50,1,0,0,0,1,0,1,0,0,0,0,0,28.27
31443,17,1,2018,22,1,2018,725,443,50,1,0,0,0,1,0,1,0,0,0,0,0,83.19
31444,16,7,2018,20,7,2018,725,443,50,1,0,0,0,1,0,1,0,0,0,0,0,34.43
31445,12,4,2018,17,4,2018,725,443,50,1,0,0,0,1,0,1,0,0,0,0,0,29.02
31446,5,3,2018,9,3,2018,725,443,50,1,0,0,0,1,0,1,0,0,0,0,0,28.19
31447,29,4,2018,5,5,2018,725,443,50,1,0,0,0,1,0,1,0,0,0,0,0,9.61
31448,19,3,2018,20,3,2018,725,443,50,1,0,0,0,1,0,1,0,0,0,0,0,28.16
31449,26,4,2018,29,4,2018,725,443,50,1,0,0,0,1,0,1,0,0,0,0,0,32.71
31450,19,2,2018,22,2,2018,725,443,50,1,0,0,0,1,0,1,0,0,0,0,0,33.28
31451,1,3,2018,4,3,2018,725,443,50,1,0,0,0,1,0,1,0,0,0,0,0,28.11
31452,6,1,2018,9,1,2018,725,443,50,1,0,0,0,1,0,1,0,0,0,0,0,33.83
31453,6,6,2018,7,6,2018,725,443,50,1,0,0,0,1,0,1,0,0,0,0,0,32.05
31454,8,11,2017,9,11,2017,725,443,50,1,0,0,0,1,0,1,0,0,0,0,0,33.58
31455,4,6,2018,6,6,2018,725,443,50,1,0,0,0,1,0,1,0,0,0,0,0,32.01
31456,18,2,2019,19,2,2019,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,25.1
31457,14,5,2018,18,5,2018,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,21.18
31458,12,3,2019,16,3,2019,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,24.82
31459,23,10,2018,25,10,2018,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,32.59
31460,11,11,2018,14,11,2018,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,29.06
31461,25,7,2018,26,7,2018,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,34.27
31462,11,8,2018,14,8,2018,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,63.55
31463,11,8,2018,15,8,2018,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,20.44
31464,3,11,2018,4,11,2018,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,33.18
31465,8,12,2018,10,12,2018,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,26.81
31466,2,1,2019,3,1,2019,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,28.17
31467,22,4,2019,24,4,2019,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,35.25
31468,20,9,2018,24,9,2018,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,26.92
31469,4,1,2019,6,1,2019,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,28.6
31470,15,3,2019,18,3,2019,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,24.8
31471,10,9,2018,12,9,2018,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,33.32
31472,22,8,2018,23,8,2018,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,32.25
31473,1,9,2018,4,9,2018,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,27.02
31474,29,8,2018,1,9,2018,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,20.19
31475,18,8,2018,21,8,2018,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,20.21
31476,21,12,2018,28,12,2018,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,29.18
31477,5,11,2018,8,11,2018,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,30.02
31478,6,9,2018,8,9,2018,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,33.24
31479,22,10,2018,23,10,2018,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,32.57
31480,18,9,2018,20,9,2018,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,26.9
31481,28,11,2018,30,11,2018,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,29.36
31482,14,11,2018,18,11,2018,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,28.9
31483,6,3,2019,10,3,2019,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,34.98
31484,12,9,2018,15,9,2018,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,26.96
31485,15,1,2019,20,1,2019,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,26.2
31486,8,9,2018,10,9,2018,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,33.4
31487,19,4,2019,22,4,2019,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,35.25
31488,28,10,2018,3,11,2018,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,29.56
31489,25,8,2019,27,8,2019,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,36.03
31490,24,11,2018,27,11,2018,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,29.37
31491,23,8,2018,25,8,2018,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,33.83
31492,29,12,2018,30,12,2018,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,29.38
31493,25,10,2018,27,10,2018,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,32.59
31494,11,10,2018,16,10,2018,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,26.23
31495,6,1,2019,7,1,2019,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,34.75
31496,20,12,2018,21,12,2018,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,29.54
31497,27,1,2019,31,1,2019,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,25.14
31498,3,3,2019,5,3,2019,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,25.08
31499,13,12,2018,14,12,2018,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,24.14
31500,10,3,2019,12,3,2019,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,24.73
31501,25,4,2019,29,4,2019,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,34.78
31502,26,8,2018,29,8,2018,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,20.22
31503,16,1,2019,18,1,2019,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,30.16
31504,16,12,2018,20,12,2018,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,26.57
31505,6,8,2018,10,8,2018,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,20.45
31506,11,4,2019,12,4,2019,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,34.92
31507,22,3,2019,27,3,2019,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,24.94
31508,4,12,2018,7,12,2018,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,29.87
31509,4,11,2018,6,11,2018,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,33.18
31510,30,11,2018,2,12,2018,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,29.72
31511,31,3,2018,1,4,2018,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,28.23
31512,26,1,2019,27,1,2019,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,25.14
31513,30,3,2019,2,4,2019,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,28.16
31514,24,6,2019,25,6,2019,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,31.19
31515,13,6,2019,15,6,2019,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,40.74
31516,13,6,2019,15,6,2019,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,30.88
31517,6,7,2019,11,7,2019,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,43.82
31518,11,5,2019,13,5,2019,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,34.36
31519,20,11,2018,22,11,2018,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,29.24
31520,24,1,2018,27,1,2018,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,22.21
31521,10,8,2019,13,8,2019,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,43.6
31522,30,8,2019,1,9,2019,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,36.1
31523,29,8,2019,30,8,2019,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,36.07
31524,3,10,2019,6,10,2019,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,35.45
31525,27,9,2019,28,9,2019,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,35.39
31526,30,5,2019,3,6,2019,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,37.41
31527,9,8,2019,10,8,2019,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,36.09
31528,11,9,2019,16,9,2019,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,39.12
31529,30,12,2019,3,1,2020,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,33.86
31530,5,1,2020,6,1,2020,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,31.31
31531,20,10,2019,24,10,2019,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,33.64
31532,6,10,2019,9,10,2019,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,34.69
31533,28,12,2019,30,12,2019,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,31.28
31534,14,8,2019,16,8,2019,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,43.44
31535,2,9,2019,5,9,2019,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,38.75
31536,19,8,2019,23,8,2019,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,35.97
31537,23,6,2019,26,6,2019,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,41.22
31538,23,6,2019,24,6,2019,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,31.24
31539,20,9,2019,22,9,2019,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,35.68
31540,24,8,2019,25,8,2019,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,36.03
31541,16,9,2019,18,9,2019,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,35.72
31542,17,6,2019,20,6,2019,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,30.79
31543,27,8,2019,28,8,2019,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,35.94
31544,12,9,2019,17,9,2019,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,39.38
31545,10,10,2019,12,10,2019,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,34.61
31546,24,7,2019,26,7,2019,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,36.09
31547,6,6,2019,10,6,2019,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,31.09
31548,20,12,2019,21,12,2019,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,27.67
31549,23,7,2019,24,7,2019,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,44.32
31550,5,6,2019,6,6,2019,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,41.0
31551,4,5,2019,5,5,2019,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,34.72
31552,27,7,2019,29,7,2019,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,36.09
31553,19,10,2019,20,10,2019,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,34.66
31554,16,8,2019,19,8,2019,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,36.0
31555,25,5,2019,30,5,2019,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,34.39
31556,28,9,2019,30,9,2019,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,35.4
31557,23,12,2019,27,12,2019,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,33.61
31558,8,5,2019,9,5,2019,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,34.63
31559,25,6,2019,27,6,2019,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,30.99
31560,6,8,2019,9,8,2019,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,43.38
31561,30,9,2019,2,10,2019,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,35.35
31562,19,2,2019,22,2,2019,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,25.11
31563,2,5,2019,4,5,2019,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,34.74
31564,2,5,2019,4,5,2019,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,34.74
31565,5,9,2019,11,9,2019,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,38.97
31566,22,7,2019,23,7,2019,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,36.17
31567,15,6,2019,17,6,2019,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,30.83
31568,8,10,2019,9,10,2019,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,34.61
31569,1,8,2019,3,8,2019,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,43.71
31570,30,6,2019,1,7,2019,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,41.21
31571,22,5,2019,25,5,2019,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,34.08
31572,27,6,2019,30,6,2019,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,37.86
31573,20,6,2019,23,6,2019,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,31.12
31574,22,12,2019,23,12,2019,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,27.78
31575,19,9,2019,20,9,2019,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,39.12
31576,23,9,2019,26,9,2019,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,39.05
31577,11,7,2019,16,7,2019,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,43.99
31578,3,6,2019,5,6,2019,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,31.0
31579,29,4,2019,2,5,2019,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,34.86
31580,14,5,2019,17,5,2019,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,34.3
31581,11,1,2019,14,1,2019,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,25.13
31582,18,3,2019,22,3,2019,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,24.87
31583,12,2,2019,16,2,2019,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,25.17
31584,22,1,2019,26,1,2019,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,24.88
31585,3,2,2019,7,2,2019,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,26.41
31586,25,2,2019,27,2,2019,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,25.26
31587,27,2,2019,2,3,2019,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,28.6
31588,23,2,2019,25,2,2019,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,25.19
31589,1,4,2019,5,4,2019,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,26.1
31590,9,4,2019,11,4,2019,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,35.02
31591,28,6,2018,1,7,2018,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,30.99
31592,14,3,2018,15,3,2018,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,34.44
31593,15,11,2017,18,11,2017,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,25.08
31594,3,6,2018,6,6,2018,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,28.79
31595,28,12,2017,31,12,2017,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,25.03
31596,22,11,2017,23,11,2017,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,25.12
31597,6,3,2018,8,3,2018,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,21.56
31598,15,8,2018,17,8,2018,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,33.9
31599,16,4,2018,18,4,2018,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,21.48
31600,14,6,2018,16,6,2018,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,21.23
31601,23,7,2018,25,7,2018,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,27.58
31602,18,4,2018,20,4,2018,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,29.03
31603,13,11,2017,14,11,2017,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,25.03
31604,28,10,2017,29,10,2017,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,24.91
31605,2,5,2018,3,5,2018,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,21.19
31606,10,4,2018,11,4,2018,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,21.51
31607,13,1,2018,15,1,2018,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,22.19
31608,29,1,2018,31,1,2018,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,22.08
31609,10,7,2018,14,7,2018,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,20.63
31610,15,1,2018,18,1,2018,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,22.23
31611,28,4,2018,30,4,2018,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,28.84
31612,26,6,2018,27,6,2018,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,23.95
31613,25,4,2018,26,4,2018,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,28.71
31614,27,7,2018,30,7,2018,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,34.33
31615,21,5,2018,24,5,2018,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,28.19
31616,25,3,2018,26,3,2018,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,21.49
31617,20,1,2018,22,1,2018,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,22.22
31618,8,5,2018,9,5,2018,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,28.37
31619,3,7,2018,5,7,2018,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,34.44
31620,23,12,2017,24,12,2017,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,25.04
31621,30,7,2018,3,8,2018,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,32.67
31622,9,5,2018,12,5,2018,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,21.03
31623,3,4,2018,10,4,2018,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,29.04
31624,14,4,2018,16,4,2018,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,29.06
31625,1,4,2018,2,4,2018,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,21.53
31626,1,7,2018,2,7,2018,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,34.65
31627,30,3,2018,31,3,2018,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,21.53
31628,26,12,2017,27,12,2017,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,25.04
31629,18,5,2018,20,5,2018,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,28.25
31630,26,7,2018,27,7,2018,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,32.53
31631,17,6,2018,19,6,2018,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,28.57
31632,15,3,2018,16,3,2018,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,21.51
31633,9,11,2017,11,11,2017,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,25.1
31634,8,12,2017,10,12,2017,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,25.06
31635,7,2,2019,11,2,2019,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,25.29
31636,24,11,2017,27,11,2017,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,25.11
31637,7,1,2018,8,1,2018,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,22.05
31638,7,2,2018,9,2,2018,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,21.82
31639,25,5,2018,28,5,2018,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,20.97
31640,28,5,2018,30,5,2018,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,21.1
31641,28,2,2018,1,3,2018,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,21.52
31642,8,3,2018,10,3,2018,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,21.47
31643,17,7,2018,19,7,2018,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,20.59
31644,25,2,2018,28,2,2018,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,21.63
31645,2,11,2017,4,11,2017,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,25.1
31646,3,8,2018,6,8,2018,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,34.22
31647,14,7,2018,16,7,2018,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,34.33
31648,19,7,2018,22,7,2018,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,34.2
31649,27,11,2017,30,11,2017,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,25.14
31650,5,3,2018,6,3,2018,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,21.5
31651,21,4,2018,25,4,2018,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,28.7
31652,10,2,2018,12,2,2018,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,21.66
31653,18,3,2018,19,3,2018,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,34.36
31654,8,1,2018,9,1,2018,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,22.02
31655,10,6,2018,12,6,2018,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,28.69
31656,22,1,2018,23,1,2018,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,22.16
31657,5,7,2018,9,7,2018,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,27.78
31658,27,1,2018,28,1,2018,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,22.22
31659,4,12,2017,7,12,2017,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,25.12
31660,11,4,2018,13,4,2018,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,29.03
31661,19,3,2018,20,3,2018,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,62.0
31662,19,6,2018,20,6,2018,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,23.97
31663,11,11,2017,12,11,2017,726,444,50,1,0,0,0,1,0,1,0,0,0,0,0,25.06
